Project0001,-0.9690000000000001,0.825,-6.877999999999999,-0.429,0.348,0.364,0.5820000000000001,0.932
Project0002,-7.8020000000000005,0.7090000000000001,-13.231,-1.705,0.605,0.72,0.72,0.72
Project0003,-0.514,-1.024,0.976,1.0,0.98,1.0,1.0,1.0
Project0004,0.7609999999999999,0.982,-0.057999999999999996,0.743,0.972,0.387,0.9490000000000001,0.672
Project0005,-0.205,0.9059999999999999,-2.533,-0.261,-0.49,0.36,0.7809999999999999,0.5920000000000001
Project0006,0.111,0.532,0.19699999999999998,1.0,0.956,0.779,0.975,0.975
Project0007,0.08800000000000001,-2.5469999999999997,0.158,0.187,-0.261,-0.083,0.868,0.868
Project0008,-22.221999999999998,0.8009999999999999,-2.171,1.0,0.982,1.0,1.0,1.0
Project0009,-1.041,0.23800000000000002,-2.147,-1.105,0.265,-0.034,-0.185,0.314
Project0010,-3.5860000000000003,-2.336,-6.821000000000001,0.9520000000000001,0.8909999999999999,0.523,0.738,0.861
Project0011,0.977,-8.051,-10.373,0.981,0.535,0.795,0.826,0.726
Project0012,-143.0,0.675,-2.157,-0.231,0.674,1.0,0.21,0.21
Project0013,0.075,0.085,0.5660000000000001,0.215,-0.634,1.0,0.292,0.305
Project0014,0.136,0.986,0.27,0.7170000000000001,0.816,1.0,0.934,1.0
Project0015,0.953,0.945,-0.456,-1.052,-10.892000000000001,0.188,0.45799999999999996,0.45799999999999996
Project0016,0.41,0.8059999999999999,-9.738,0.7929999999999999,0.96,0.963,0.903,0.903
Project0017,0.161,0.166,0.40700000000000003,0.126,0.7929999999999999,0.22399999999999998,0.342,0.342
Project0018,-0.606,0.843,-1.113,0.303,0.88,-2.5869999999999997,0.262,0.9279999999999999
Project0019,0.028999999999999998,0.027000000000000003,0.039,-0.364,0.03,0.028999999999999998,0.032,0.034
Project0020,-0.889,-3.903,-34.222,0.902,0.977,1.0,0.948,0.98
Project0021,0.33899999999999997,0.091,0.58,0.23,0.278,1.0,1.0,1.0
Project0022,0.9279999999999999,-1.425,-0.26,-3.514,-2.448,-2.938,0.853,0.275
Project0023,0.76,0.627,-2.912,0.435,0.633,0.617,0.995,0.6679999999999999
Project0024,1.0,1.0,0.45,1.0,1.0,1.0,1.0,1.0
Project0025,-0.41200000000000003,0.8370000000000001,-0.797,-0.5379999999999999,-0.46,-0.24100000000000002,0.6809999999999999,0.6809999999999999
Project0026,0.507,0.636,-0.929,0.331,0.488,-4.667,0.875,0.8320000000000001
Project0027,0.3,-0.051,-11.003,0.195,0.271,0.255,0.461,0.16
Project0028,-1.3119999999999998,-1.392,-5.7010000000000005,-1.349,-5.652,-2.077,-1.588,-1.23
Project0029,-0.71,0.705,0.9490000000000001,1.0,-0.147,-2.733,0.856,0.8909999999999999
Project0030,-3.556,-1.315,-2.385,-0.5770000000000001,-1.082,1.0,1.0,1.0
Project0031,-7.251,0.578,-29.344,-0.898,-2.5380000000000003,-1.7690000000000001,-0.7829999999999999,-0.7829999999999999
Project0032,-5.143,-0.094,-0.16,-0.096,-0.121,-0.132,0.126,-0.094
Project0033,-176.333,0.359,-1.124,-16.882,-1.475,0.449,0.784,0.784
Project0034,0.183,-0.27,0.442,0.251,0.684,-7.4,0.595,0.092
Project0035,-7.039,-110.303,-3.7289999999999996,-40.125,-3.7089999999999996,-6.231,0.9129999999999999,0.9129999999999999
Project0036,-9.482999999999999,0.35700000000000004,-12.42,0.685,0.20199999999999999,0.165,0.968,0.7759999999999999
Project0037,0.789,0.478,-3.1919999999999997,0.341,0.42200000000000004,0.29600000000000004,0.516,0.49
Project0038,-0.9840000000000001,-0.735,-1.406,-1.786,0.078,-8.0,0.639,0.752
Project0039,0.32899999999999996,-0.27399999999999997,-1453.05,-2.387,-1.8780000000000001,0.5529999999999999,-1.2770000000000001,0.8590000000000001
Project0040,0.142,0.691,-2.201,-2.985,-14.279000000000002,-7.931,0.551,-0.33299999999999996
Project0041,-0.258,0.597,-3.463,1.0,0.586,1.0,1.0,1.0
Project0042,0.8690000000000001,0.9840000000000001,-0.46,0.856,0.852,0.726,0.946,0.878
