REPO abp_monthly.csv, -6.472,0.567,-85.245,-2.484,-3.358,-4.249,-1.049,-3.633
REPO ABTestingGateway_monthly.csv, -5.625,-10.532,-13.566,-0.455,-8.826,-2.5,-0.118,-0.118
REPO acat_monthly.csv, -4.375,-0.758,-4.106,1.0,0.915,1.0,1.0,1.0
REPO adempiere_monthly.csv, -2.182,-4.626,-1.652,0.775,-1.733,-1.948,-1.673,-1.696
REPO AdguardBrowserExtension_monthly.csv, -27.583,-5.08,-18.09,-10.785,-4.333,1.0,-5.171,-0.524
REPO adminlte-laravel_monthly.csv, -0.5,-5.1,0.778,1.0,0.714,1.0,1.0,1.0
REPO Aerial_monthly.csv, -13.333,-36.31,-48.643,-13.333,-13.349,-13.333,-0.93,-13.333
REPO ai-chatbot-framework_monthly.csv, 1.0,-0.966,0.454,1.0,0.999,1.0,1.0,1.0
REPO airgeddon_monthly.csv, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REPO akka-http_monthly.csv, -1.553,-2.231,-1.476,-1.965,-1.464,-0.975,0.822,-1.391
REPO ale_monthly.csv, -5.682,-1.459,-32.451,-61.316,-7.308,-4.221,-4.472,-4.472
REPO Algorithms_monthly.csv, -10.812,-2.316,-9.728,-4.833,-6.87,-0.05,-0.05,-1.952
REPO aliyun-openapi-java-sdk_monthly.csv, -3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
REPO all-contributors_monthly.csv, -17.973,-0.549,-51.723,-42.333,-0.42,-0.418,0.006,0.006
REPO allure2_monthly.csv, -19.308,-14.132,-13.388,-44.294,-53.197,-10.458,-10.681,-3.976
REPO alpakka_monthly.csv, -5.732,-12.242,-7.709,-10.81,-7.013,-20.7,-2.018,-1.991
REPO alphalens_monthly.csv, -5.09,-1.095,-5.783,-19.923,-13.582,-13.571,-5.09,-5.09
REPO altair_monthly.csv, -7.082,-7.995,-139.151,-27.896,-75.582,-87.0,-4.753,-7.691
REPO amazon-dsstne_monthly.csv, -0.759,-1.592,-5.077,-2.4,-1.869,-16.0,-0.286,-1.24
REPO ambar_monthly.csv, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REPO amethyst_monthly.csv, -169.833,-99.062,-308.553,-169.833,-169.936,-169.833,-45.766,-39.172
REPO Ammonite_monthly.csv, 1.0,0.706,-4.271,0.829,0.682,0.35,-0.089,0.552
REPO amp-wp_monthly.csv, -68.816,-31.934,-345.255,-42.298,-25.965,-692.0,-8.358,-23.328
REPO analyze_monthly.csv, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REPO android-classyshark_monthly.csv, -24.029,-0.566,-82.113,-3.033,-5.475,-4.103,-4.715,-1.726
REPO android-hidden-api_monthly.csv, -131.25,-2.032,-1035.633,-470.5,-45.027,-45.0,-45.0,-13.696
REPO Android-Image-Cropper_monthly.csv, -120.846,-10.614,-182.154,-120.846,-122.014,-50.677,-33.485,-50.677
REPO android-oss_monthly.csv, -1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
REPO Android-Plugin-Framework_monthly.csv, -80.0,-16.28,-25.433,-10.25,-10.372,-10.25,-1.822,-10.25
REPO Android-SpinKit_monthly.csv, -18.333,-4.989,-11.528,-12.077,-0.523,0.032,-2.816,-0.905
REPO android-youtube-player_monthly.csv, -1070.0,-7.598,-639.894,-51.5,-46.606,-28.571,-23.778,-28.571
REPO AndroidPicker_monthly.csv, 0.369,-0.276,-2.416,0.319,0.39,0.319,0.556,0.289
REPO AndroidTagView_monthly.csv, -41.0,-1.364,-24.838,-13.667,-29.011,-41.0,-13.667,-18.5
REPO androidtool-mac_monthly.csv, -123.0,-0.151,-4.532,-1.614,-1.742,1.0,-0.388,0.817
REPO AndroidTVLauncher_monthly.csv, 1.0,-2.006,-2.211,1.0,-0.09,1.0,1.0,-0.161
REPO AndroidVideoCache_monthly.csv, -289.25,-0.423,-105.094,-64.571,-17.515,-27.125,-7.51,-7.51
REPO angr_monthly.csv, -4.538,-13.864,-2.866,-1.478,-3.176,-0.607,-1.441,-0.607
REPO angular-calendar_monthly.csv, -70.778,-8.998,-194.03,-26.2,-31.545,-26.2,-13.233,-13.233
REPO angular-seed-advanced_monthly.csv, -18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0
REPO angular_monthly.csv, -25.213,-9.474,-60.994,-15.8,-17.322,-15.8,-15.8,-15.8
REPO Animations_monthly.csv, -2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
REPO ann-benchmarks_monthly.csv, -68.0,-82.369,-41.289,-1.706,-0.267,-0.211,-0.211,-0.211
REPO ant-design-mobile_monthly.csv, -3.274,-6.158,-10.928,-0.208,-4225.274,-8.191,-2.07,-2.07
REPO ant-motion_monthly.csv, -89.0,-10.363,-447.315,-89.0,-89.117,-89.0,-23.429,-23.429
REPO antd-admin_monthly.csv, -28.0,-23.324,-52.674,-13.5,-13.512,-13.5,-1.862,-11.814
REPO Anti-Anti-Spider_monthly.csv, -8.0,-0.482,-3.668,-2.0,0.974,1.0,1.0,1.0
REPO anyRTC-RTMP-OpenSource_monthly.csv, 0.428,-16.239,0.987,-0.506,-0.796,-0.812,0.611,0.611
REPO apiato_monthly.csv, -6.4,-0.312,-18.645,-2.364,-1.271,1.0,0.699,0.699
REPO apify-js_monthly.csv, -1.054,0.206,-172.966,0.658,0.988,0.867,0.867,-0.727
REPO APIJSON_monthly.csv, -4.556,-2.391,-6.821,-4.556,-5.684,-4.556,-1.64,-4.556
REPO ApiManager_monthly.csv, -3.625,-0.363,0.929,-2.7,-0.576,1.0,1.0,1.0
REPO api_monthly.csv, -55.0,-3.543,-9.845,-3.667,-3.6,-3.667,-3.667,-0.75
REPO APlayer_monthly.csv, -5.865,0.829,-9.554,-30.5,-5.497,-2.652,-1.609,-2.652
REPO apollo-android_monthly.csv, -49.872,-10.699,-50.142,-27.786,-28.995,-27.786,-6.104,-6.104
REPO apollo-angular_monthly.csv, -11.047,-1.733,-8.831,-8.962,-6.181,-5.938,-2.568,-5.938
REPO apollo-client_monthly.csv, -367.483,-13.464,-31.226,-2.731,-17.751,-18.008,-5.279,-5.279
REPO apollo-ios_monthly.csv, -243.0,-4.174,-456.162,-47.0,-3.543,-7.8,-2.455,-2.455
